Kigali,-1.9441,30.0619
Nairobi,-1.286389,36.817223
Kilimanjaro,-3.0674,37.3556
Lusaka,-15.3875,28.3228
New Delhi,28.6139,77.209
Jinja,0.4479,33.2026
Bujumbura,-3.3614,29.3599
Malawi,-13.2543,34.3015
Lagos,6.5244,3.3792
